,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
58,Janachandran,BJP,1,Graduate Professional,64,"Rs 59,80,000 ~ 59 Lacs+","Rs 3,88,477 ~ 3 Lacs+",MALAPPURAM,Kerala2016,0
59,K Babu Mani,SDPI,0,10th Pass,49,"Rs 10,52,000 ~ 10 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
60,K P Beerankutty,IND,0,Graduate,68,"Rs 1,34,98,535 ~ 1 Crore+",Rs 0 ~,MALAPPURAM,Kerala2016,7
61,K P Sumathi,CPI(M),3,Graduate Professional,48,"Rs 94,95,026 ~ 94 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
62,K.t. Jaleel,IND,2,Doctorate,48,"Rs 76,31,487 ~ 76 Lacs+","Rs 3,90,000 ~ 3 Lacs+",MALAPPURAM,Kerala2016,10
63,Kadeeja,IND,0,10th Pass,50,"Rs 9,15,000 ~ 9 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
64,Koyilan Ramakrishnan,IND,0,Illiterate,50,"Rs 6,250 ~ 6 Thou+",Rs 0 ~,MALAPPURAM,Kerala2016,1
65,Krishnan,Welfare Party Of India,0,10th Pass,53,"Rs 33,37,000 ~ 33 Lacs+","Rs 3,07,000 ~ 3 Lacs+",MALAPPURAM,Kerala2016,0
66,Krishnan Eranhikkal,SDPI,1,12th Pass,43,"Rs 11,86,000 ~ 11 Lacs+","Rs 40,000 ~ 40 Thou+",MALAPPURAM,Kerala2016,0
67,Kunhalikkutty,IUML,0,Graduate,64,"Rs 5,35,65,694 ~ 5 Crore+","Rs 13,88,802 ~ 13 Lacs+",MALAPPURAM,Kerala2016,7
68,Kunhikoya Thangal O,Indian National League,0,Post Graduate,53,"Rs 52,97,646 ~ 52 Lacs+","Rs 15,53,147 ~ 15 Lacs+",MALAPPURAM,Kerala2016,0
69,Kunhimohamed,Peoples Democratic Party,0,Others,41,"Rs 2,15,05,335 ~ 2 Crore+","Rs 42,58,869 ~ 42 Lacs+",MALAPPURAM,Kerala2016,0
70,Majeed,SDPI,0,12th Pass,42,"Rs 24,33,470 ~ 24 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
71,Mammutty,IUML,0,Post Graduate,56,"Rs 3,61,07,550 ~ 3 Crore+","Rs 57,97,314 ~ 57 Lacs+",MALAPPURAM,Kerala2016,0
72,Mammutty S/o Abdulla,IND,0,5th Pass,55,"Rs 38,005 ~ 38 Thou+","Rs 18,000 ~ 18 Thou+",MALAPPURAM,Kerala2016,0
73,Mammutty S/o Moidu,IND,0,5th Pass,46,"Rs 3,67,841 ~ 3 Lacs+","Rs 3,58,000 ~ 3 Lacs+",MALAPPURAM,Kerala2016,0
74,Mammutty S/o Muhamed,IND,0,5th Pass,69,"Rs 12,53,050 ~ 12 Lacs+","Rs 7,000 ~ 7 Thou+",MALAPPURAM,Kerala2016,0
75,Minu Mumthaz,Welfare Party Of India,0,12th Pass,48,"Rs 3,91,943 ~ 3 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
76,Mohamed,Welfare Party Of India,0,8th Pass,55,"Rs 70,85,272 ~ 70 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
77,Mohamed Saleem,Welfare Party Of India,3,Graduate,46,"Rs 95,42,110 ~ 95 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,7
78,Mohammed Haneefa,SDPI,0,10th Pass,56,"Rs 30,61,500 ~ 30 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
79,Mohammed Kutty,IND,0,10th Pass,50,"Rs 57,04,000 ~ 57 Lacs+","Rs 16,10,000 ~ 16 Lacs+",MALAPPURAM,Kerala2016,0
80,Mohandasan K,CPI,1,Graduate Professional,50,"Rs 21,11,706 ~ 21 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
81,Moidunni,Peoples Democratic Party,0,Literate,51,"Rs 49,73,135 ~ 49 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,2
82,Moyin Bappu,Peoples Democratic Party,0,8th Pass,86,"Rs 34,500 ~ 34 Thou+",Rs 0 ~,MALAPPURAM,Kerala2016,0
83,Naseer,SDPI,0,Graduate Professional,37,"Rs 5,33,000 ~ 5 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
84,Nazarudheen Elamaram,SDPI,6,10th Pass,48,"Rs 17,99,264 ~ 17 Lacs+","Rs 5,54,381 ~ 5 Lacs+",MALAPPURAM,Kerala2016,0
85,Nishanth,CPI(M),0,10th Pass,39,"Rs 12,20,327 ~ 12 Lacs+","Rs 20,50,839 ~ 20 Lacs+",MALAPPURAM,Kerala2016,0
86,Niyas Paroli,IND,0,Graduate,28,"Rs 62,500 ~ 62 Thou+",Rs 0 ~,MALAPPURAM,Kerala2016,7
87,Niyas Thazhathethil,IND,0,Post Graduate,28,"Rs 2,18,000 ~ 2 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
88,O S Nissar Methar,Peoples Democratic Party,0,12th Pass,33,"Rs 10,03,182 ~ 10 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
89,P K Basheer,IUML,0,10th Pass,55,"Rs 5,84,06,753 ~ 5 Crore+","Rs 14,01,614 ~ 14 Lacs+",MALAPPURAM,Kerala2016,0
90,P Ramakrishnan,IND,0,10th Pass,40,"Rs 15,350 ~ 15 Thou+",Rs 0 ~,MALAPPURAM,Kerala2016,0
91,P V Anvar,IND,0,Graduate,47,"Rs 14,38,82,954 ~ 14 Crore+","Rs 5,25,00,000 ~ 5 Crore+",MALAPPURAM,Kerala2016,7
92,P.k. Jaleel Parakkuzhiyil,SDPI,0,8th Pass,45,"Rs 12,28,000 ~ 12 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
93,P.sreeramakrishnan,CPI(M),2,Graduate Professional,48,"Rs 1,06,83,181 ~ 1 Crore+",Rs 0 ~,MALAPPURAM,Kerala2016,0
94,P.t.ajai Mohan,INC,0,12th Pass,51,"Rs 2,05,94,228 ~ 2 Crore+","Rs 6,18,474 ~ 6 Lacs+",MALAPPURAM,Kerala2016,0
95,Pandikkdavath Abdu Rabb,IUML,0,Post Graduate,67,"Rs 5,01,76,520 ~ 5 Crore+","Rs 2,00,000 ~ 2 Lacs+",MALAPPURAM,Kerala2016,0
96,Pookoya Thangal,Peoples Democratic Party,0,10th Pass,62,"Rs 21,49,123 ~ 21 Lacs+","Rs 2,50,000 ~ 2 Lacs+",MALAPPURAM,Kerala2016,0
97,Praveen Kumar,BSP,0,Graduate,31,"Rs 30,000 ~ 30 Thou+",Rs 0 ~,MALAPPURAM,Kerala2016,7
98,Pt Unni,IND,0,10th Pass,47,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,MALAPPURAM,Kerala2016,0
99,Rahmathulla,SDPI,0,10th Pass,52,"Rs 53,35,118 ~ 53 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
100,Ramachandran,BJP,1,12th Pass,55,"Rs 17,65,756 ~ 17 Lacs+","Rs 94,700 ~ 94 Thou+",MALAPPURAM,Kerala2016,0
101,Ramakrishnan,IND,0,5th Pass,56,"Rs 8,14,250 ~ 8 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
102,Ramakrishnan N,IND,0,Graduate Professional,72,"Rs 10,16,811 ~ 10 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
103,Rasheed Ali,CPI(M),0,Graduate Professional,45,"Rs 3,26,05,066 ~ 3 Crore+","Rs 4,75,000 ~ 4 Lacs+",MALAPPURAM,Kerala2016,0
104,Rasmil Nath,BJP,0,Graduate,39,"Rs 21,01,749 ~ 21 Lacs+","Rs 40,000 ~ 40 Thou+",MALAPPURAM,Kerala2016,7
105,Ratheesh B,BJP,0,12th Pass,32,"Rs 7,64,381 ~ 7 Lacs+","Rs 2,82,773 ~ 2 Lacs+",MALAPPURAM,Kerala2016,0
106,Ravi Thelath,BJP,0,Graduate,40,"Rs 16,88,006 ~ 16 Lacs+","Rs 97,000 ~ 97 Thou+",MALAPPURAM,Kerala2016,7
107,Sahadevan,IND,0,10th Pass,52,"Rs 38,84,000 ~ 38 Lacs+","Rs 9,00,000 ~ 9 Lacs+",MALAPPURAM,Kerala2016,0
108,Sainul Abid Thangal,IND,0,8th Pass,34,"Rs 10,02,000 ~ 10 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
109,Saleem,Welfare Party Of India,0,Others,44,"Rs 9,41,080 ~ 9 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
110,Savad,Welfare Party Of India,0,12th Pass,35,"Rs 59,93,280 ~ 59 Lacs+","Rs 10,00,000 ~ 10 Lacs+",MALAPPURAM,Kerala2016,0
111,Shahana,IND,0,Graduate,26,"Rs 5,90,500 ~ 5 Lacs+","Rs 3,00,000 ~ 3 Lacs+",MALAPPURAM,Kerala2016,7
112,Shakkir,Welfare Party Of India,0,12th Pass,44,"Rs 83,56,731 ~ 83 Lacs+","Rs 20,25,000 ~ 20 Lacs+",MALAPPURAM,Kerala2016,0
113,Shameer Babu,Peoples Democratic Party,0,Graduate Professional,36,"Rs 27,59,990 ~ 27 Lacs+","Rs 5,97,370 ~ 5 Lacs+",MALAPPURAM,Kerala2016,0
114,Shihabudheen,Peoples Democratic Party,0,10th Pass,32,"Rs 17,54,931 ~ 17 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
115,Sindhukumari Ps,IND,0,10th Pass,45,"Rs 2,52,000 ~ 2 Lacs+","Rs 9,60,000 ~ 9 Lacs+",MALAPPURAM,Kerala2016,0
116,Sonia Pinto,IND,0,12th Pass,33,"Rs 65,000 ~ 65 Thou+",Rs 0 ~,MALAPPURAM,Kerala2016,0
117,Subair,Peoples Democratic Party,0,Graduate,47,"Rs 14,56,000 ~ 14 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,7
118,Sulfikar Ali Ambal,IND,0,5th Pass,43,"Rs 2,30,935 ~ 2 Lacs+","Rs 12,150 ~ 12 Thou+",MALAPPURAM,Kerala2016,0
119,Sunil,BJP,0,Graduate Professional,39,"Rs 49,52,000 ~ 49 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
120,Sunitha,BJP,0,10th Pass,42,"Rs 29,96,547 ~ 29 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
121,Suniya,SDPI,0,Graduate Professional,38,"Rs 13,87,397 ~ 13 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
122,Surendran,Welfare Party Of India,3,10th Pass,46,"Rs 12,13,868 ~ 12 Lacs+","Rs 2,00,000 ~ 2 Lacs+",MALAPPURAM,Kerala2016,0
123,Surendran,BJP,2,12th Pass,54,"Rs 13,24,927 ~ 13 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
124,Thami,IND,0,Literate,70,"Rs 13,04,775 ~ 13 Lacs+","Rs 25,000 ~ 25 Thou+",MALAPPURAM,Kerala2016,2
125,Ubaidulla,IUML,0,8th Pass,56,"Rs 58,00,000 ~ 58 Lacs+","Rs 1,80,000 ~ 1 Lacs+",MALAPPURAM,Kerala2016,0
126,Ummer,SP,0,Graduate Professional,46,"Rs 17,08,668 ~ 17 Lacs+","Rs 3,50,000 ~ 3 Lacs+",MALAPPURAM,Kerala2016,0
127,Ummer,IUML,0,Graduate Professional,62,"Rs 96,05,252 ~ 96 Lacs+","Rs 33,05,981 ~ 33 Lacs+",MALAPPURAM,Kerala2016,0
128,Unnikrishnan,BJP,0,Graduate Professional,50,"Rs 1,51,42,450 ~ 1 Crore+","Rs 3,00,000 ~ 3 Lacs+",MALAPPURAM,Kerala2016,0
129,V Abdurahiman,IND,0,Literate,60,"Rs 91,57,447 ~ 91 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,2
130,V Abdurahiman,National Secular Conference,0,10th Pass,53,"Rs 10,10,15,019 ~ 10 Crore+","Rs 3,97,05,210 ~ 3 Crore+",MALAPPURAM,Kerala2016,0
131,V Muhammed Musthafa,IND,0,10th Pass,41,"Rs 4,05,500 ~ 4 Lacs+","Rs 4,500 ~ 4 Thou+",MALAPPURAM,Kerala2016,0
132,V.p. Padmakumar,IND,0,10th Pass,44,"Rs 1,000 ~ 1 Thou+",Rs 0 ~,MALAPPURAM,Kerala2016,0
133,V.sasikumar,CPI(M),1,Graduate,54,"Rs 14,83,485 ~ 14 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,7
134,Veerankutty,IND,0,8th Pass,39,"Rs 46,49,366 ~ 46 Lacs+","Rs 15,35,943 ~ 15 Lacs+",MALAPPURAM,Kerala2016,0
135,Velayudhan,BSP,0,10th Pass,58,"Rs 45,26,000 ~ 45 Lacs+","Rs 4,00,000 ~ 4 Lacs+",MALAPPURAM,Kerala2016,0
136,Velayudhan,Peoples Democratic Party,0,Illiterate,58,"Rs 15,58,500 ~ 15 Lacs+","Rs 2,75,000 ~ 2 Lacs+",MALAPPURAM,Kerala2016,1
137,Yoonus Saleem,CPI(ML) Red Star,0,10th Pass,41,"Rs 68,10,591 ~ 68 Lacs+",Rs 0 ~,MALAPPURAM,Kerala2016,0
0,Muhammed Cheruvasseri Palliy,IND,0,Literate,65,"Rs 20,36,442 ~ 20 Lacs+","Rs 5,32,391 ~ 5 Lacs+",PALAKKAD,Kerala2016,2
1,A K Balan,CPI(M),2,Graduate Professional,67,"Rs 2,36,66,878 ~ 2 Crore+",Rs 0 ~,PALAKKAD,Kerala2016,0
2,A Krishnankutty,IND,0,8th Pass,45,"Rs 4,99,439 ~ 4 Lacs+","Rs 1,25,000 ~ 1 Lacs+",PALAKKAD,Kerala2016,0
3,A.v.gopinathan,INC,0,10th Pass,63,"Rs 1,40,44,290 ~ 1 Crore+","Rs 68,34,690 ~ 68 Lacs+",PALAKKAD,Kerala2016,0
4,Aanandan,BSP,0,10th Pass,31,"Rs 11,000 ~ 11 Thou+",Rs 0 ~,PALAKKAD,Kerala2016,0
5,Abdul Raoof C,SDPI,0,Post Graduate,31,"Rs 5,75,000 ~ 5 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
6,Aboobacker P,Peoples Democratic Party,0,10th Pass,32,"Rs 7,17,000 ~ 7 Lacs+","Rs 75,000 ~ 75 Thou+",PALAKKAD,Kerala2016,0
7,Achuthan,IND,0,8th Pass,34,"Rs 21,42,000 ~ 21 Lacs+","Rs 98,266 ~ 98 Thou+",PALAKKAD,Kerala2016,0
8,Achuthanandan,CPI(M),6,5th Pass,92,"Rs 62,39,048 ~ 62 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
9,Adv. N. Samsudheen.n,IUML,0,Graduate Professional,46,"Rs 95,43,813 ~ 95 Lacs+","Rs 2,40,000 ~ 2 Lacs+",PALAKKAD,Kerala2016,0
10,Adv. P. Manoj,BJP,0,Graduate Professional,45,"Rs 89,34,902 ~ 89 Lacs+","Rs 15,02,266 ~ 15 Lacs+",PALAKKAD,Kerala2016,0
11,Ajikumar. K,CPI(ML) Red Star,0,8th Pass,44,"Rs 1,17,500 ~ 1 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
12,Ajith Kumar M,Welfare Party Of India,0,12th Pass,40,"Rs 1,71,150 ~ 1 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
13,C P Mohammed,INC,0,10th Pass,63,"Rs 81,02,300 ~ 81 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
14,C.p.muhammedali,SDPI,0,12th Pass,40,"Rs 3,24,174 ~ 3 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
15,C.prakash,INC,0,12th Pass,50,"Rs 1,01,74,961 ~ 1 Crore+","Rs 47,17,646 ~ 47 Lacs+",PALAKKAD,Kerala2016,0
16,Chandran,Bharath Dharma Jana Sena,0,5th Pass,61,"Rs 1,30,40,341 ~ 1 Crore+",Rs 0 ~,PALAKKAD,Kerala2016,0
17,Divakaran.k.v,BJP,0,Graduate,37,"Rs 12,71,500 ~ 12 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,7
18,Dr M N Anuvarudheen,IND,0,Post Graduate,56,"Rs 66,51,000 ~ 66 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
19,George Kutty. E.v,IND,0,10th Pass,44,"Rs 13,85,977 ~ 13 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
20,Hari Arumbil,BSP,1,12th Pass,33,"Rs 4,75,000 ~ 4 Lacs+","Rs 3,25,000 ~ 3 Lacs+",PALAKKAD,Kerala2016,0
21,Joy V S,INC,6,Graduate Professional,30,"Rs 44,15,239 ~ 44 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
22,K Achuthan,INC,2,8th Pass,66,"Rs 1,12,80,706 ~ 1 Crore+","Rs 50,00,000 ~ 50 Lacs+",PALAKKAD,Kerala2016,0
23,K Krishnankutty,BSP,0,10th Pass,41,"Rs 1,67,700 ~ 1 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
24,K Krishnankutty,IND,0,8th Pass,71,"Rs 3,14,15,888 ~ 3 Crore+",Rs 0 ~,PALAKKAD,Kerala2016,0
25,K Kusalakumaran,Kerala Congress (M),0,Graduate Professional,51,"Rs 55,55,429 ~ 55 Lacs+","Rs 18,00,000 ~ 18 Lacs+",PALAKKAD,Kerala2016,0
26,K T Padmini,BSP,0,10th Pass,43,"Rs 8,20,000 ~ 8 Lacs+","Rs 1,50,000 ~ 1 Lacs+",PALAKKAD,Kerala2016,0
27,K. Babu,CPI(M),3,12th Pass,52,"Rs 31,49,338 ~ 31 Lacs+","Rs 5,60,573 ~ 5 Lacs+",PALAKKAD,Kerala2016,0
28,K.p. Suresh Rajan,CPI,3,Not Given,48,"Rs 96,82,185 ~ 96 Lacs+","Rs 2,00,000 ~ 2 Lacs+",PALAKKAD,Kerala2016,0
29,Kesavadev. A.p,Bharath Dharma Jana Sena,0,Graduate Professional,49,"Rs 1,93,88,527 ~ 1 Crore+","Rs 79,00,550 ~ 79 Lacs+",PALAKKAD,Kerala2016,0
30,Krishnakumar.c,BJP,8,Graduate,45,"Rs 88,31,231 ~ 88 Lacs+","Rs 13,79,657 ~ 13 Lacs+",PALAKKAD,Kerala2016,7
31,Krishnankutty K,JD(S),0,8th Pass,71,"Rs 3,14,15,888 ~ 3 Crore+",Rs 0 ~,PALAKKAD,Kerala2016,0
32,M A Moideenkutty Master,Welfare Party Of India,2,Graduate Professional,42,"Rs 10,41,023 ~ 10 Lacs+","Rs 2,46,367 ~ 2 Lacs+",PALAKKAD,Kerala2016,0
33,M Sasikumar,BJP,0,Post Graduate,34,"Rs 35,32,087 ~ 35 Lacs+","Rs 18,03,000 ~ 18 Lacs+",PALAKKAD,Kerala2016,0
34,M.vinod,SHS,0,12th Pass,33,"Rs 62,187 ~ 62 Thou+","Rs 22,000 ~ 22 Thou+",PALAKKAD,Kerala2016,0
35,Menaka.k,AIADMK,0,12th Pass,49,"Rs 42,91,055 ~ 42 Lacs+","Rs 13,06,817 ~ 13 Lacs+",PALAKKAD,Kerala2016,0
36,Moideeensha Moloor,IND,0,12th Pass,25,"Rs 1,13,070 ~ 1 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
37,Moidheen Kutty,Peoples Democratic Party,0,10th Pass,38,"Rs 1,27,500 ~ 1 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
38,Muhammed Harish,IND,0,5th Pass,30,"Rs 1,96,795 ~ 1 Lacs+","Rs 1,00,000 ~ 1 Lacs+",PALAKKAD,Kerala2016,0
39,Muhammed Muhassin,CPI,0,Post Graduate,30,"Rs 46,691 ~ 46 Thou+",Rs 0 ~,PALAKKAD,Kerala2016,0
40,Muhasin Pacheeri,IND,0,10th Pass,27,"Rs 4,97,150 ~ 4 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
41,Muhsin,IND,0,Graduate,26,"Rs 1,52,927 ~ 1 Lacs+","Rs 25,524 ~ 25 Thou+",PALAKKAD,Kerala2016,7
42,N Mayilswamy,AIADMK,0,12th Pass,55,"Rs 80,52,089 ~ 80 Lacs+","Rs 13,50,817 ~ 13 Lacs+",PALAKKAD,Kerala2016,0
43,N N Krishnadas,CPI(M),12,Graduate,57,"Rs 90,68,340 ~ 90 Lacs+","Rs 30,02,849 ~ 30 Lacs+",PALAKKAD,Kerala2016,7
44,N.sivarajan,BJP,0,10th Pass,62,"Rs 4,67,428 ~ 4 Lacs+","Rs 10,000 ~ 10 Thou+",PALAKKAD,Kerala2016,0
45,Narayanankutty,BSP,0,10th Pass,29,"Rs 5,000 ~ 5 Thou+",Rs 0 ~,PALAKKAD,Kerala2016,0
46,Noby Augustine,IND,0,Post Graduate,32,"Rs 91,51,000 ~ 91 Lacs+","Rs 58,00,000 ~ 58 Lacs+",PALAKKAD,Kerala2016,0
47,P.k. Anumon,SHS,0,8th Pass,33,"Rs 5,000 ~ 5 Thou+",Rs 0 ~,PALAKKAD,Kerala2016,0
48,Pandalam Sudhakaran,INC,0,Graduate,60,"Rs 50,85,871 ~ 50 Lacs+","Rs 11,65,573 ~ 11 Lacs+",PALAKKAD,Kerala2016,7
49,Prasenan K D,CPI(M),3,12th Pass,50,"Rs 1,75,13,018 ~ 1 Crore+","Rs 7,07,760 ~ 7 Lacs+",PALAKKAD,Kerala2016,0
50,Radhakrishnan,IND,0,10th Pass,48,"Rs 16,01,600 ~ 16 Lacs+","Rs 2,35,000 ~ 2 Lacs+",PALAKKAD,Kerala2016,0
51,Rajeena A,SUCI(C),0,Graduate,32,"Rs 89,606 ~ 89 Thou+",Rs 0 ~,PALAKKAD,Kerala2016,7
52,Rajesh M,IND,0,10th Pass,31,"Rs 4,09,522 ~ 4 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
53,Ramachandran Pc,BSP,0,10th Pass,34,"Rs 11,000 ~ 11 Thou+",Rs 0 ~,PALAKKAD,Kerala2016,0
54,Ramesh,IND,0,5th Pass,35,"Rs 3,22,455 ~ 3 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
55,Ramesh P V,BSP,0,10th Pass,Unknown,"Rs 15,000 ~ 15 Thou+",Rs 0 ~,PALAKKAD,Kerala2016,0
56,Ravikumar. N,BSP,0,12th Pass,34,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,PALAKKAD,Kerala2016,0
57,S R Prakash,IND,0,Graduate Professional,47,"Rs 26,65,000 ~ 26 Lacs+","Rs 20,00,000 ~ 20 Lacs+",PALAKKAD,Kerala2016,0
58,S. Saravanan,IND,0,8th Pass,37,"Rs 1,90,000 ~ 1 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
59,Santha C,IND,0,10th Pass,42,"Rs 1,60,000 ~ 1 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
60,Sasi P K,CPI(M),2,12th Pass,59,"Rs 6,69,57,314 ~ 6 Crore+","Rs 39,88,053 ~ 39 Lacs+",PALAKKAD,Kerala2016,0
61,Shafi Parambil,INC,1,Post Graduate,33,"Rs 28,43,121 ~ 28 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
62,Shanimol,INC,0,Post Graduate,49,"Rs 1,39,82,595 ~ 1 Crore+","Rs 3,46,000 ~ 3 Lacs+",PALAKKAD,Kerala2016,0
63,Sobha Surendran,BJP,2,Graduate,42,"Rs 13,16,330 ~ 13 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,7
64,Sreedharan. C.p,AIADMK,0,5th Pass,45,"Rs 52,38,223 ~ 52 Lacs+","Rs 7,78,210 ~ 7 Lacs+",PALAKKAD,Kerala2016,0
65,Sreekumar M P,BJP,0,Graduate Professional,48,"Rs 60,50,000 ~ 60 Lacs+","Rs 21,00,000 ~ 21 Lacs+",PALAKKAD,Kerala2016,0
66,Subaida,IND,0,8th Pass,38,"Rs 4,03,000 ~ 4 Lacs+","Rs 45,000 ~ 45 Thou+",PALAKKAD,Kerala2016,0
67,Subaidha,CPI(M),0,Graduate,47,"Rs 2,02,56,103 ~ 2 Crore+","Rs 9,38,000 ~ 9 Lacs+",PALAKKAD,Kerala2016,7
68,Sulaiman,Welfare Party Of India,1,10th Pass,43,"Rs 15,35,500 ~ 15 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
69,Sulfieekar A A,SDPI,0,8th Pass,36,"Rs 72,500 ~ 72 Thou+",Rs 0 ~,PALAKKAD,Kerala2016,0
70,Suneesh M S,SHS,0,10th Pass,31,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,PALAKKAD,Kerala2016,0
71,Suresh Babu. M,SHS,0,10th Pass,34,"Rs 40,000 ~ 40 Thou+","Rs 56,000 ~ 56 Thou+",PALAKKAD,Kerala2016,0
72,Suresh Velayudhan,IND,0,Others,41,"Rs 8,99,599 ~ 8 Lacs+","Rs 12,18,717 ~ 12 Lacs+",PALAKKAD,Kerala2016,0
73,Unni P,CPI(M),6,8th Pass,68,"Rs 42,50,795 ~ 42 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
74,V Krishnankutty,IND,0,10th Pass,49,"Rs 2,28,000 ~ 2 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
75,V.t. Balram,INC,1,Post Graduate,37,"Rs 39,33,228 ~ 39 Lacs+","Rs 7,64,279 ~ 7 Lacs+",PALAKKAD,Kerala2016,0
76,V.t.rema,BJP,0,Post Graduate,58,"Rs 2,05,69,161 ~ 2 Crore+",Rs 0 ~,PALAKKAD,Kerala2016,0
77,Venugopalan,BJP,7,10th Pass,44,"Rs 11,23,500 ~ 11 Lacs+","Rs 13,00,000 ~ 13 Lacs+",PALAKKAD,Kerala2016,0
78,Vinod Perumannoor,BSP,0,10th Pass,33,"Rs 10,95,000 ~ 10 Lacs+",Rs 0 ~,PALAKKAD,Kerala2016,0
79,Yoosaf. A,SDPI,1,8th Pass,48,"Rs 19,83,988 ~ 19 Lacs+","Rs 3,68,960 ~ 3 Lacs+",PALAKKAD,Kerala2016,0
0,Adoor Prakash,INC,1,Post Graduate,60,"Rs 10,13,64,904 ~ 10 Crore+","Rs 1,51,74,875 ~ 1 Crore+",PATHANAMTHITTA,Kerala2016,0
1,Adv K Sivadasan Nair,INC,1,Post Graduate,67,"Rs 85,03,359 ~ 85 Lacs+","Rs 18,362 ~ 18 Thou+",PATHANAMTHITTA,Kerala2016,0
2,Adv. R. Sanal Kumar,CPI(M),3,Post Graduate,47,"Rs 79,18,191 ~ 79 Lacs+","Rs 17,17,603 ~ 17 Lacs+",PATHANAMTHITTA,Kerala2016,0
3,Ajitha,IND,0,10th Pass,45,"Rs 10,250 ~ 10 Thou+",Rs 0 ~,PATHANAMTHITTA,Kerala2016,0
4,Akkeraman Kalidasan Bhattathiripad,Bharath Dharma Jana Sena,0,12th Pass,52,"Rs 2,80,82,636 ~ 2 Crore+","Rs 35,02,266 ~ 35 Lacs+",PATHANAMTHITTA,Kerala2016,0
5,Anil Kumar K G,SUCI(C),0,Graduate,47,"Rs 90,000 ~ 90 Thou+",Rs 0 ~,PATHANAMTHITTA,Kerala2016,7
6,Ashoka Kumar D,BJP,0,Graduate Professional,53,"Rs 4,51,57,611 ~ 4 Crore+","Rs 62,17,720 ~ 62 Lacs+",PATHANAMTHITTA,Kerala2016,0
7,Biju Elamannoor,IND,0,12th Pass,37,"Rs 3,58,000 ~ 3 Lacs+",Rs 0 ~,PATHANAMTHITTA,Kerala2016,0
8,Chandran,IND,0,8th Pass,59,"Rs 10,250 ~ 10 Thou+",Rs 0 ~,PATHANAMTHITTA,Kerala2016,0
9,Cherian M V,IND,0,10th Pass,62,"Rs 36,75,584 ~ 36 Lacs+",Rs 0 ~,PATHANAMTHITTA,Kerala2016,0
